domain,ref,gen,stem,ok,tts_model,formal_subset,mcd_db,mcd_db_librosa,f0_rmse_cents,f0_rmse_cents_raw,f0_fpe_cents,f0_gpe,f0_mae_hz,n_dtw_frames,n_f0_frames_used,fastdtw_dist
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_44.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_44.wav,urduser_44,True,edgetts,,15.961450833662832,843.781867603874,471.9292718415108,1758.374783714517,,1.0,201.42332690993896,466,286,114696.39214290182
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_45.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_45.wav,urduser_45,True,edgetts,,8.98942311216018,616.5714219031603,621.9141477486904,1302.8540779840894,181.91267208577017,0.9228855721393034,114.40359146954255,636,402,87972.42857557279
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_46.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_46.wav,urduser_46,True,edgetts,,10.739395875006721,596.6291073286123,858.4545874396966,943.2465777541855,161.37813748878423,0.6272727272727273,48.539984115372484,711,220,93892.21604897662
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_47.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_47.wav,urduser_47,True,edgetts,,11.812460125920719,561.9047328630018,692.0845301663205,703.2999378477783,169.60733303842386,0.6873614190687362,41.69688811476415,777,451,101711.06710258331
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_48.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_48.wav,urduser_48,True,edgetts,,10.783222966387664,634.3114750071389,601.4499056119716,695.2061652952092,200.47426925929275,0.7344173441734417,46.217009401836506,611,369,100671.13264548591
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_49.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_49.wav,urduser_49,True,edgetts,,13.02738511666769,513.6744573252123,500.42680109596114,642.3264319344531,162.77376282041635,0.7251655629139073,37.89021200641323,550,302,76456.93882871636
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_50.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_50.wav,urduser_50,True,edgetts,,10.758440355021797,626.0836971915952,306.30445162884075,463.52430240261236,190.95058392607672,0.5627118644067797,32.24560501733199,538,295,89010.75126518535
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_51.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_51.wav,urduser_51,True,edgetts,,8.70900233752273,541.3106248585771,496.4226744293275,518.6250333021752,163.4208587908542,0.47420965058236275,27.00371064076176,884,601,115066.41254155264
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_52.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_52.wav,urduser_52,True,edgetts,,8.563661603764778,692.8514836993189,526.2082264335978,526.3758268962996,164.53773450732933,0.4844144903117102,26.10363471800305,1508,1187,200075.15072190654
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_53.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_53.wav,urduser_53,True,edgetts,,6.917665410870055,659.5191950514778,747.8543753674413,808.8640494563869,197.11908253405744,0.7711864406779662,44.15907604145989,1316,944,194927.6706037174
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_54.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_54.wav,urduser_54,True,edgetts,,12.33197299828159,628.0783144610388,476.4921552812738,515.1349956503168,164.66945993016915,0.5520945220193341,25.53093062240745,1437,931,246908.62117106948
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_55.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_55.wav,urduser_55,True,edgetts,,8.343633095593223,655.231594826221,430.59097725739946,431.39391672729397,170.89041590283253,0.5090016366612111,23.852506785805225,813,611,102477.65515673337
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_56.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_56.wav,urduser_56,True,edgetts,,11.70970338957605,752.2487332244442,662.1828279596855,753.0151007505098,158.21735726984522,0.6663524976437323,41.88132291088844,1411,1061,225019.92514138788
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_57.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_57.wav,urduser_57,True,edgetts,,10.340032285750487,757.796429427345,536.4163202319653,551.0507986651095,172.8640466658214,0.5418367346938775,29.698636869716264,1384,980,211262.85389936692
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_58.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_58.wav,urduser_58,True,edgetts,,12.012131867412219,744.7760076687872,664.4680541388296,976.8288934864509,207.7058328184011,0.8176470588235294,56.76307509234002,932,170,155518.41872399364
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_59.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_59.wav,urduser_59,True,edgetts,,8.877741416930803,693.1191419506802,505.5868694057793,507.18463671323707,155.99545438854898,0.36773255813953487,21.93668645412035,956,688,163854.6073807699
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/reference/urduser_60.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/edgetts_all_outputs/generated_edgetts/urduser_60.wav,urduser_60,True,edgetts,,7.854623769909029,656.6268925210037,476.21011869149623,678.3920614888082,181.20574129122963,0.7274143302180686,39.50107841836107,1303,642,186327.87074528186
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_01.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_01.wav,1_0_1_01,True,gemini,,14.362581540650453,818.9410330962918,575.9515128419409,845.8879922999544,196.68973557937292,0.8101045296167247,106.23436646431284,702,574,109123.05282848401
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_02.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_02.wav,1_0_1_02,True,gemini,,12.192483873897478,609.5806938478115,922.97059312681,940.0717032087456,184.13573560174643,0.6155339805825243,64.37912985269965,668,515,73538.44636047383
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_03.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_03.wav,1_0_1_03,True,gemini,,13.180711214323638,735.7457599781623,1048.0930399778222,1153.9836700918215,174.57937915820685,0.8579545454545454,115.61477189832848,533,352,84456.06531244628
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_04.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_04.wav,1_0_1_04,True,gemini,,13.23362871241079,659.0284960237618,934.6845379515408,937.63352351983,180.63232051480225,0.7361702127659574,83.59368670182535,355,235,60214.00979766862
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_05.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_05.wav,1_0_1_05,True,gemini,,16.308431569576744,727.0905840783857,776.4249492787319,777.9044875883379,174.85987506723671,0.697198275862069,74.90220625661166,1240,928,204669.05740335005
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_06.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_06.wav,1_0_1_06,True,gemini,,13.347075484205812,657.0295756150275,596.3779060479185,658.8041057863016,190.78352167451143,0.6759729272419628,57.342347162091215,1386,1182,186118.6523412481
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_07.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_07.wav,1_0_1_07,True,gemini,,14.050954931594621,742.4761992702689,1147.1291399149584,1152.9269734570757,185.38742068662924,0.7371428571428571,102.66905437193815,761,175,117899.187932795
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_08.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_08.wav,1_0_1_08,True,gemini,,10.974601998144884,552.3311621337925,526.7152822241485,582.8239743937934,160.34555702928392,0.5296610169491526,40.07475073006314,1374,472,190710.72924464766
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_09.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_09.wav,1_0_1_09,True,gemini,,15.070415878383153,644.1746038538548,597.6101616967043,599.2948320771579,173.48120423591592,0.48250460405156537,36.36222941943653,928,543,120902.30557524531
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/1_0_1_19.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_1_0_1_19.wav,1_0_1_19,True,gemini,,18.520904758257775,700.3690976595816,646.9261096082138,693.2742819850988,181.40501246246754,0.6095505617977528,54.30062756094969,1142,712,195297.12520848608
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_13.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_13.wav,2_0_2_13,True,gemini,,14.112635115470816,709.7496936318305,467.322192290246,897.564500731154,183.1767946607095,0.912639405204461,78.6995629697698,1371,1076,190780.9551229204
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_14.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_14.wav,2_0_2_14,True,gemini,,12.373167907003504,841.8616871264408,525.7587186555103,1314.2252945410899,229.69132183542635,0.979047619047619,117.80076209540351,723,525,135748.9594584964
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_15.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_15.wav,2_0_2_15,True,gemini,,14.458780523758204,747.0192875304622,440.54771755268496,1086.1096582026762,166.3560131545442,0.9682539682539683,86.81690439046316,981,756,156241.49804111014
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_16.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_16.wav,2_0_2_16,True,gemini,,13.626195974431567,705.4205887783185,628.4468087289101,1343.1922487333968,180.4437427711252,0.9519725557461407,105.94464460687135,783,583,124489.34546733738
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_17.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_17.wav,2_0_2_17,True,gemini,,15.940535840873345,703.0460153299883,625.1916311251888,674.6064318754467,148.79500526940095,0.6172839506172839,60.12058462358218,497,324,83232.90687319168
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_18.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_18.wav,2_0_2_18,True,gemini,,14.816894712900194,750.2466030575805,562.4276932569778,906.4655756917689,176.35391554968754,0.9010856453558505,84.82385692098335,921,829,137898.367060581
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_19.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_19.wav,2_0_2_19,True,gemini,,12.532329478597381,790.0098903606906,654.4634152338487,915.0754813228335,195.1839405610265,0.868,70.5261320609146,1024,750,153752.11949040325
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_20.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_20.wav,2_0_2_20,True,gemini,,13.72641742521532,845.5534209065265,608.9244193467441,1621.2511173490038,182.98390771188664,0.9911838790931989,158.25463710978644,865,794,134849.09599018985
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_21.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_21.wav,2_0_2_21,True,gemini,,15.807268371558626,812.6484648000985,1375.0171997416112,1375.6463995697134,215.74085481038634,0.955026455026455,118.83399055221139,1125,756,187829.3950811776
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_2_22.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_2_22.wav,2_0_2_22,True,gemini,,10.82343573453873,818.9259535057244,581.1770482187409,1122.3311932655245,170.61097245063456,0.8317757009345794,98.07045010655243,662,535,104525.517434092
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_40.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_40.wav,2_0_3_40,True,gemini,,15.921497473700924,707.75232726366,697.3579746485694,1170.2659974433604,179.56402490658587,0.8832807570977917,87.53361616219868,456,317,71955.25194617109
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_41.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_41.wav,2_0_3_41,True,gemini,,15.15459701810682,835.6701664405798,443.13238511896975,931.457520629321,181.3403932044223,0.9442896935933147,77.96843299781615,916,718,144132.77668341927
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_42.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_42.wav,2_0_3_42,True,gemini,,14.613049380319813,913.3268815109226,443.2243640842923,921.3860444670142,178.52753518203153,0.9452449567723343,77.7833299949547,519,347,96731.3446407192
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_43.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_43.wav,2_0_3_43,True,gemini,,9.427759591534368,757.7156939203846,579.1707813684752,1154.307390882605,148.75240097179923,0.9224598930481284,88.7122958179567,488,374,69266.36994283873
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_44.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_44.wav,2_0_3_44,True,gemini,,13.665717158989555,869.8828795290923,350.30450393109214,1167.830355900031,181.52976792315513,0.9889807162534435,109.17414845598383,499,363,88369.92522958267
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_45.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_45.wav,2_0_3_45,True,gemini,,12.445993895053759,734.8417068992427,589.5298648855887,1076.8521864143506,204.27960294280447,0.9399141630901288,101.55334788638372,582,466,84048.24468740351
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_46.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_46.wav,2_0_3_46,True,gemini,,13.227985070831393,691.7532143245885,613.4871788124905,1263.980773098551,155.846245229572,0.9053254437869822,131.10962879717079,543,338,80325.70353176125
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_47.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_47.wav,2_0_3_47,True,gemini,,14.06617318198676,876.7388065386898,332.0115100219102,972.0347312804012,36.69546254066684,0.9943502824858758,80.80767072940029,467,354,77047.29393533262
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_48.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_48.wav,2_0_3_48,True,gemini,,14.521529899181083,903.5703214785631,502.66334783889073,1141.5539413739054,182.05794897939316,0.9041095890410958,95.85549022397193,619,511,110206.05203583743
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_3_49.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_3_49.wav,2_0_3_49,True,gemini,,9.890577138773587,740.4019076633514,834.862508928374,1053.380766400116,183.23460352270783,0.7928388746803069,93.26218096749587,532,391,77412.74614860011
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_31.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_31.wav,2_0_4_31,True,gemini,,11.856146544007172,770.5742814204762,544.3020447436156,824.2713308490789,161.4234687569954,0.7359477124183007,63.403031482207425,934,765,136736.45081556443
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_32.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_32.wav,2_0_4_32,True,gemini,,14.394786356786843,752.7456987844168,546.1593601744296,733.0566700883292,191.0621252266264,0.8690176322418136,72.10322401443085,531,397,80018.02547047805
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_33.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_33.wav,2_0_4_33,True,gemini,,15.213536215976728,839.599126407301,581.4848122108053,1217.595392316136,136.40111447365996,0.9204301075268817,103.1528330428859,643,465,107421.17726934326
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_34.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_34.wav,2_0_4_34,True,gemini,,16.36636726281741,859.6451200274324,647.6858289685807,1407.8014900832788,175.5826076318008,0.9734848484848485,136.63428360935805,723,528,142483.36150126642
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_35.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_35.wav,2_0_4_35,True,gemini,,14.44877060030572,877.9151742730321,791.144058723661,1478.3356921025124,180.9642278561608,0.9708029197080292,134.7414279010805,611,548,107314.8706042117
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_36.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_36.wav,2_0_4_36,True,gemini,,17.879395004901106,903.213843843901,457.18037439091324,1369.5562037147843,,1.0,115.96936715455715,503,365,91046.24043516416
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_37.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_37.wav,2_0_4_37,True,gemini,,16.74735408381345,955.2998393562932,485.7876079588412,954.2609499060957,202.61553245876667,0.9503968253968254,74.39442192489965,635,504,117527.64490802056
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_38.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_38.wav,2_0_4_38,True,gemini,,12.567956470246033,730.110816134138,567.281999753988,1098.0405705856347,165.85667251832524,0.9324324324324325,91.65772752524975,1200,814,170013.68764833314
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_39.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_39.wav,2_0_4_39,True,gemini,,14.400742490528968,831.5972918279635,557.7811957304938,1307.2608372964871,235.84058177112982,0.9860935524652339,109.56411353850173,1187,791,201698.99392823628
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_4_40.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_4_40.wav,2_0_4_40,True,gemini,,15.148810074258158,878.9444132580276,482.94768404718565,878.0075749404225,173.1156182441199,0.8971428571428571,73.7613584009531,990,875,167241.10979411993
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_5_14.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_5_14.wav,2_0_5_14,True,gemini,,13.41568127879347,771.1797641837504,553.6231448537321,553.6775371875169,164.81717503230945,0.6228448275862069,50.55158953083995,554,464,85965.70215378632
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_5_15.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_5_15.wav,2_0_5_15,True,gemini,,11.52840481063041,823.9715037054535,452.84917637293756,874.5322430527742,177.21398516815125,0.9,93.09153146168123,342,280,53231.06688657318
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_5_16.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_5_16.wav,2_0_5_16,True,gemini,,9.407359029226233,664.0335510185738,952.6865100837457,954.9368835341461,163.2661218534228,0.8110236220472441,90.89334455638023,541,381,68949.00894472998
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_5_17.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_5_17.wav,2_0_5_17,True,gemini,,19.321063268682472,900.1978551523076,542.4175660659458,657.541889053742,139.25084996573415,0.5958904109589042,78.36371565201796,405,292,78758.44373727616
Emotional,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/reference/2_0_5_18.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Emotional/mushra_60_audio_emotions_gemini/mushra_audio/generated/gen_2_0_5_18.wav,2_0_5_18,True,gemini,,14.99776381242205,756.1441618340199,636.9855114856988,671.8281571671424,170.1571162399195,0.5506329113924051,66.04987068174682,555,474,80837.05052155953
